diagram_id,unit_filename,local_order,alt_text_id,provenance
"chapter7-unit-097-d001","chapter7-unit-097.tex",1,"Diagram kategori: (\cdot) \dotimes{A} P : \cated{Mod}A → \cated{Mod}B: (\cdot) \dotimes{B} P^\vee .; \cated{Mod}B: (\cdot) \dotimes{B} P^\vee . → (\cdot) \dotimes{A} P : \cated{Mod}A.","id-ID/chapter7-unit-097.tex:96; tikzcd mandiri; label=eqn:AB-adjunction-2"
"chapter7-unit-097-d002","chapter7-unit-097.tex",2,"Diagram kategori: P^\vee \dotimes{A} P → B; \lambda \otimes p → \lambda(p).","id-ID/chapter7-unit-097.tex:106; tikzcd mandiri"
"chapter7-unit-097-d003","chapter7-unit-097.tex",3,"Diagram kategori: A → P \dotimes{B} P^\vee; P \dotimes{B} P^\vee → \End_{\cated{Mod}B}(P) (\text{Lema \ref{prop:AB-comonad-aux}}); a → {[p \mapsto ap]} ..","id-ID/chapter7-unit-097.tex:112; tikzcd mandiri"
"chapter7-unit-097-d004","chapter7-unit-097.tex",4,"Diagram kategori: N → \Hom_{\cated{Mod}B}(P, N \dotimes{A} P) (\eta_N); N \dotimes{A} P \dotimes{B} P^\vee → \Hom_{\cated{Mod}B}(P, N \dotimes{A} P) (\sim); x → {[p \mapsto x \otimes p]}; x \otimes \mathrm{coev}(1) → {[p \mapsto x \otimes p]}; M \dotimes{B} P^\vee \dotimes{A} P → \Hom_{\cated{Mod}B…","id-ID/chapter7-unit-097.tex:125; tikzcd mandiri"
"chapter7-unit-097-d005","chapter7-unit-097.tex",5,"Diagram eksak: M → N (Uf); M → M \dotimes{B} C; N → N \dotimes{B} C; N → \Coker(Uf); \Coker(Uf) → \Coker(Uf) \dotimes{B} C; \Coker(Uf) → 0; M \dotimes{B} C → N \dotimes{B} C (Uf \otimes \identity); N \dotimes{B} C → \Coker(Uf) \dotimes{B} C; serta 1 panah lain.","id-ID/chapter7-unit-097.tex:248; tikzcd mandiri"
"chapter7-unit-098-d001","chapter7-unit-098.tex",1,"Diagram kategori: \mathrm{Equiv}(\cated{Mod}A, \cated{Mod}B) → \mathcal{P}(A, B); \mathcal{P}(A, B) → \mathrm{Equiv}(\cated{Mod}A, \cated{Mod}B); F → F(A); P . → (\cdot) \dotimes{A} P.","id-ID/chapter7-unit-098.tex:48; tikzcd mandiri"
"chapter7-unit-099-d001","chapter7-unit-099.tex",1,"Diagram komutatif: R^{\oplus J_X} → R^{\oplus I_X}; R^{\oplus J_X} → R^{\oplus J_Y}; R^{\oplus I_X} → R^{\oplus I_Y}; R^{\oplus I_X} → GX; GX → GY (f); GX → 0; R^{\oplus J_Y} → R^{\oplus I_Y}; R^{\oplus I_Y} → GY; serta 1 panah lain.","id-ID/chapter7-unit-099.tex:162; tikzcd mandiri"
"chapter7-unit-099-d002","chapter7-unit-099.tex",2,"Diagram komutatif: s^{\oplus J_X} → s^{\oplus I_X}; s^{\oplus J_X} → s^{\oplus J_Y}; s^{\oplus I_X} → s^{\oplus I_Y}; s^{\oplus I_X} → X; X → Y; X → 0; s^{\oplus J_Y} → s^{\oplus I_Y}; s^{\oplus I_Y} → Y; serta 1 panah lain.","id-ID/chapter7-unit-099.tex:170; tikzcd mandiri"
"chapter7-unit-100-d001","chapter7-unit-100.tex",1,"Diagram kategori: L \dotimes{K} (\cdot): K\dcate{Mod} → L\dcate{Mod} : \mathcal{F}_{L|K}; L\dcate{Mod} : \mathcal{F}_{L|K} → L \dotimes{K} (\cdot): K\dcate{Mod}.","id-ID/chapter7-unit-100.tex:27; tikzcd mandiri"
"chapter7-unit-100-d002","chapter7-unit-100.tex",2,"Diagram komutatif: L \dotimes{K} M → L \dotimes{K} L \dotimes{K} M (\mathbf{L}a = \identity_L \otimes a); \ell \otimes m → \ell \otimes 1 \otimes m; L \dotimes{K} M → L \dotimes{K} L \dotimes{K} M (\delta_M); M → L \dotimes{K} M (a).","id-ID/chapter7-unit-100.tex:51; tikzcd mandiri"
"chapter7-unit-100-d003","chapter7-unit-100.tex",3,"Diagram komutatif: \ell \otimes m → \ell m; L \dotimes{K} M → M (\epsilon_M); M. → M (\identity_M); M. → L \dotimes{K} M (a).","id-ID/chapter7-unit-100.tex:54; tikzcd mandiri"
"chapter7-unit-100-d004","chapter7-unit-100.tex",4,"Diagram kategori: \mathbb{L}(M, a) → M; M → L \dotimes{K} M (a); M → L \dotimes{K} M (m \mapsto 1 \otimes m).","id-ID/chapter7-unit-100.tex:98; tikzcd mandiri"
"chapter7-unit-100-d005","chapter7-unit-100.tex",5,"Diagram komutatif: L^{\otimes 2} → E. (f \otimes f); L^{\otimes 2} → L (m); L → E. (f).","id-ID/chapter7-unit-100.tex:274; tikzcd mandiri"
"chapter7-unit-100-d006","chapter7-unit-100.tex",6,"Diagram kategori: 0 → \tilde{\mathbb{L}}(M, \tilde{a}); \tilde{\mathbb{L}}(M, \tilde{a}) → M; M → L \dotimes{K} M (a); M → L \dotimes{K} M (m \mapsto 1 \otimes m).","id-ID/chapter7-unit-100.tex:292; tikzcd mandiri"
"chapter7-unit-101-d001","chapter7-unit-101.tex",1,"Diagram kategori: \Phi(M): L \dotimes{K} M → \mathrm{Maps}(\Gamma, M)^\infty (\sim); \ell \otimes m → {\left[ f: \sigma \mapsto \sigma(\ell)m \right]}..","id-ID/chapter7-unit-101.tex:67; tikzcd mandiri"
"chapter7-unit-101-d002","chapter7-unit-101.tex",2,"Diagram kategori: \Phi(L): L \dotimes{K} L → \mathrm{Maps}(\Gamma, L)^\infty (\sim); \ell \otimes \ell' → {[f: \sigma \mapsto \sigma(\ell)\ell' ]}..","id-ID/chapter7-unit-101.tex:85; tikzcd mandiri"
"chapter7-unit-101-d003","chapter7-unit-101.tex",3,"Diagram kategori: \dfrac{K[X]}{(p)} \dotimes{K} L' → L' \dotimes{K} L' (\sim); \dfrac{K[X]}{(p)} \dotimes{K} L' → \dfrac{L'[X]}{\displaystyle\prod_{i=1}^d (X - \alpha_i)} (\sim); \dfrac{L'[X]}{\displaystyle\prod_{i=1}^d (X - \alpha_i)} → \displaystyle\prod_{i=1}^d \underbracket{\dfrac{L'[X]}{(X - \…","id-ID/chapter7-unit-101.tex:113; tikzcd mandiri"
"chapter7-unit-101-d004","chapter7-unit-101.tex",4,"Diagram kategori: M → M; L \dotimes{K} M → L \dotimes{K} L \dotimes{K} M (\delta_M); L \dotimes{K} M → \mathrm{Maps}(\Gamma, M)^\infty (\sim); L \dotimes{K} M → M (\epsilon_M); L \dotimes{K} L \dotimes{K} M → \mathrm{Maps}\left(\Gamma, (\mathrm{Maps}(\Gamma, M)^\infty )\right)^\i… (\sim); \mathrm{M…","id-ID/chapter7-unit-101.tex:127; tikzcd mandiri"
"chapter7-unit-101-d005","chapter7-unit-101.tex",5,"Diagram kategori: \mathrm{Maps}(\Gamma, M)^\infty → \mathrm{Maps}\left( \Gamma, \mathrm{Maps}(\Gamma, M)^\infty \right)^\in… (\mathrm{Maps}(\Gamma, a')^\infty ); \mathrm{Maps}(\Gamma, M)^\infty → M (\epsilon'_M); \mathrm{Maps}(\Gamma, M)^\infty → \mathrm{Maps}\left( \Gamma, \mathrm{Maps}(\Gamma, M)…","id-ID/chapter7-unit-101.tex:197; tikzcd mandiri"
"chapter7-unit-101-d006","chapter7-unit-101.tex",6,"Diagram kategori: M }""'] → L \dotimes{K} M (a); M }""'] → \mathrm{Maps}(\Gamma, M)^\infty; L \dotimes{K} M → \mathrm{Maps}(\Gamma, M)^\infty (\Phi(M)); M. \mapsfrom m}""] → L \dotimes{K} M (1 \otimes m \mapsfrom m); M. \mapsfrom m}""] → \mathrm{Maps}(\Gamma, M)^\infty.","id-ID/chapter7-unit-101.tex:247; tikzcd mandiri"
"chapter7-unit-101-d007","chapter7-unit-101.tex",7,"Diagram kategori: \cate{Vect}(K) → \cate{Vect}^{\Gamma, \infty}(L); \text{objek } N → L \dotimes{K} N; \text{morfisme } \varphi → \identity \otimes \varphi.","id-ID/chapter7-unit-101.tex:268; tikzcd mandiri"
"chapter7-unit-101-d008","chapter7-unit-101.tex",8,"Diagram kategori: L \dotimes{K} (\cdot) : \cate{Vect}(K) → \cate{Vect}^{\Gamma, \infty}(L) : (\cdot)^{\Gamma}; \cate{Vect}^{\Gamma, \infty}(L) : (\cdot)^{\Gamma} → L \dotimes{K} (\cdot) : \cate{Vect}(K); \Hom_{\cate{Vect}^{\Gamma, \infty}(L)} (L \dotimes{K} N, M) → \Hom_{\cate{Vect}(K)}(N, M^{\Gamm…","id-ID/chapter7-unit-101.tex:298; tikzcd mandiri"
"chapter7-unit-103-d001","chapter7-unit-103.tex",1,"Diagram komutatif: (A \otimes A) \otimes (A \otimes A) → A \otimes A (\mu' \otimes \mu'); (A \otimes A) \otimes (A \otimes A) → A \otimes A (\mu_{A \otimes A}); A \otimes A → A. (\mu_A); A \otimes A → A. (\mu').","id-ID/chapter7-unit-103.tex:32; tikzcd mandiri"
"chapter7-unit-103-d002","chapter7-unit-103.tex",2,"Diagram TikZ dengan label atau simpul A; 2 untai, sisi, atau panah digambar menurut komposisi. Konteks: dan vertikal","id-ID/chapter7-unit-103.tex:40; tikzpicture mandiri"
"chapter7-unit-103-d003","chapter7-unit-103.tex",3,"Diagram TikZ dengan label atau simpul A; 2 untai, sisi, atau panah digambar menurut komposisi. Konteks: $A$ & $A$ \\","id-ID/chapter7-unit-103.tex:48; tikzpicture mandiri"
"chapter7-unit-103-d004","chapter7-unit-103.tex",4,"Diagram TikZ dengan label atau simpul A; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: Sekarang argumen untuk $\mu'=\mu_A$ dapat digambarkan sebagai","id-ID/chapter7-unit-103.tex:62; tikzpicture mandiri"
"chapter7-unit-103-d005","chapter7-unit-103.tex",5,"Diagram TikZ dengan label atau simpul A, \munit; 2 untai, sisi, atau panah digambar menurut komposisi. Konteks: $A$ & $A$ \\","id-ID/chapter7-unit-103.tex:69; tikzpicture mandiri"
"chapter7-unit-103-d006","chapter7-unit-103.tex",6,"Diagram TikZ dengan label atau simpul A, \munit; 2 untai, sisi, atau panah digambar menurut komposisi. Konteks: $\munit$ & $A$ \\","id-ID/chapter7-unit-103.tex:78; tikzpicture mandiri"
"chapter7-unit-103-d007","chapter7-unit-103.tex",7,"Diagram TikZ dengan label atau simpul A; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: $\munit$ & $A$ \\","id-ID/chapter7-unit-103.tex:87; tikzpicture mandiri"
"chapter7-unit-104-d001","chapter7-unit-104.tex",1,"Diagram kategori: \mathcal{F}_{B|A}: \cated{Mod}B → \cated{Mod}A: \Hom_A(B, \cdot); \cated{Mod}A: \Hom_A(B, \cdot) → \mathcal{F}_{B|A}: \cated{Mod}B.","id-ID/chapter7-unit-104.tex:180; tikzcd mandiri"
"chapter7-unit-104-d002","chapter7-unit-104.tex",2,"Diagram kategori: \Hom_{\cated{Mod}B}(M, N) → \Hom_{\cated{Comod}C}\left(M, N \dotimes{B} C\right); \Hom_{\cated{Comod}C}\left(M, N \dotimes{B} C\right) → \Hom_{\cated{Mod}B}(M, N); \varphi → (\varphi \otimes \identity_C) \rho; \psi → (\identity_N \otimes \epsilon) \psi.","id-ID/chapter7-unit-104.tex:234; tikzcd mandiri"
"chapter8-unit-106-d001","chapter8-unit-106.tex",1,"Diagram kategori: {|\cdot|}: \cate{sSet} → \cate{Top} : \mathrm{Sing}.; \cate{Top} : \mathrm{Sing}. → {|\cdot|}: \cate{sSet}.","id-ID/chapter8-unit-106.tex:71; tikzcd mandiri"
"chapter8-unit-106-d002","chapter8-unit-106.tex",2,"Diagram kategori: \Gamma: \cate{s}\mathcal{A} → \cate{Ch}_{\geq 0}(\mathcal{A}): \mathrm{N}; \cate{Ch}_{\geq 0}(\mathcal{A}): \mathrm{N} → \Gamma: \cate{s}\mathcal{A}.","id-ID/chapter8-unit-106.tex:90; tikzcd mandiri"
"chapter8-unit-106-d003","chapter8-unit-106.tex",3,"Diagram komutatif: {[m]^{\opp}} → {[n]^{\opp}} (f^{\opp}); {[m]} → {[n]} (\text{monoton); {[m]} → {[m]^{\opp}} (\sim); {[n]} → {[n]^{\opp}} (\sim).","id-ID/chapter8-unit-106.tex:371; tikzcd mandiri"
"chapter8-unit-107-d001","chapter8-unit-107.tex",1,"Diagram kategori: \Hom_{\cate{sSet}}\left( \Delta^n, X \right) → X_n (\sim); \phi → \phi([n])(\identity_{[n]}).","id-ID/chapter8-unit-107.tex:96; tikzcd mandiri"
"chapter8-unit-108-d001","chapter8-unit-108.tex",1,"Diagram kategori: 1 → 2 (g); 0 → 1 (f).","id-ID/chapter8-unit-108.tex:136; tikzcd mandiri"
"chapter8-unit-108-d002","chapter8-unit-108.tex",2,"Diagram kategori: 1 → 2 (\identity_{C'} = d_0 s_1(f)); 0 → 2; 0 → 1 (f = d_2 s_1(f)).","id-ID/chapter8-unit-108.tex:145; tikzcd mandiri"
"chapter8-unit-108-d003","chapter8-unit-108.tex",3,"Diagram kategori: 1 → 2 (f = d_0 s_0(f)); 0 → 2; 0 → 1 (\identity_C = d_2 s_0(f)).","id-ID/chapter8-unit-108.tex:148; tikzcd mandiri"
"chapter8-unit-108-d004","chapter8-unit-108.tex",4,"Diagram kategori: 1 → 2 (g); 0 → 1 (f); 0 → 2 (gf).","id-ID/chapter8-unit-108.tex:156; tikzcd mandiri"
"chapter8-unit-108-d005","chapter8-unit-108.tex",5,"Diagram kategori: 2 → 3 (h); 1 → 2 (g); 1 → 3 (hg).","id-ID/chapter8-unit-108.tex:159; tikzcd mandiri"
"chapter8-unit-108-d006","chapter8-unit-108.tex",6,"Diagram kategori: 2 → 3. (h); 0 → 2 (gf); 0 → 3. (h(gf)).","id-ID/chapter8-unit-108.tex:162; tikzcd mandiri"
"chapter8-unit-108-d007","chapter8-unit-108.tex",7,"Diagram kategori: 1 → 3. (hg); 0 → 1 (f); 0 → 3. (h(gf)).","id-ID/chapter8-unit-108.tex:169; tikzcd mandiri"
"chapter8-unit-108-d008","chapter8-unit-108.tex",8,"Diagram komutatif: \Hom(\Delta^n, X) → \Hom(\Lambda^n_i, X); \Hom(\Delta^n, X) → \Hom(\Delta^n, \mathrm{N}\mathcal{C}); \Hom(\Delta^n, \mathrm{N}\mathcal{C}) → \Hom(\Lambda^n_i, \mathrm{N}\mathcal{C}).; \Hom(\Lambda^n_i, X) → \Hom(\Lambda^n_i, \mathrm{N}\mathcal{C})..","id-ID/chapter8-unit-108.tex:183; tikzcd mandiri"
"chapter8-unit-109-d001","chapter8-unit-109.tex",1,"Diagram TikZ dengan label atau simpul e_0, e_1, e_2, n=2, (kasus khusus $n=2$); 3 untai, sisi, atau panah digambar menurut komposisi. Konteks: |\Delta^n| := \left\{ (x_0, \ldots, x_n) \in (\R_{\geq 0})^{n+1} : \sum_{i=0}^n x_i = 1 \right\} \quad","id-ID/chapter8-unit-109.tex:20; tikzpicture mandiri"
"chapter8-unit-109-d002","chapter8-unit-109.tex",2,"Diagram kategori: {|f|}: {|\Delta^m|} → {|\Delta^n|}; \sum_{i=0}^m y_i e_i → \sum_{i=0}^m y_i e_{f(i)}..","id-ID/chapter8-unit-109.tex:37; tikzcd mandiri"
"chapter8-unit-109-d003","chapter8-unit-109.tex",3,"Diagram TikZ dengan label atau simpul 0, 1, 2, (B) + (0.8, 0.8), (C) + (0.8, 0.8), (C)!0.5!(B) + (0.7, 0.7), \mathrm{d}^0, (C)!0.5!(B) + (0.2, 0.2), (A) + (-0.8, 0.8), (C) + (-0.8, 0.8), serta 12 label lain; 11 untai, sisi, atau panah digambar menurut komposisi. Konteks: melukiskan kasus $n=2$.","id-ID/chapter8-unit-109.tex:49; tikzpicture mandiri"
"chapter8-unit-109-d004","chapter8-unit-109.tex",4,"Diagram kategori: \Delta^n → \Delta^m (f); \Delta^n → X (x); \Delta^m → X (y).","id-ID/chapter8-unit-109.tex:107; tikzcd mandiri"
"chapter8-unit-109-d005","chapter8-unit-109.tex",5,"Diagram kategori: {|\Delta^n|} → {|\Delta^m|} (|f|); {[n]} → {[m]}. (f); X_m → X_n (f^*).","id-ID/chapter8-unit-109.tex:148; tikzcd mandiri"
"chapter8-unit-109-d006","chapter8-unit-109.tex",6,"Diagram TikZ dengan label atau simpul 1, 3, 2, (O)!0.15!(C), 0, (A) + (-1.5, -0.2), |\Lambda^3_0| =, $|\Lambda^3_0| =$; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: sudut ke-$k$. Berikut salah satu ilustrasinya:","id-ID/chapter8-unit-109.tex:201; tikzpicture mandiri"
"chapter8-unit-109-d007","chapter8-unit-109.tex",7,"Diagram TikZ dengan label atau simpul \mathcal{X}, X; 7 untai, sisi, atau panah digambar menurut komposisi. Konteks: titik. Secara visual,","id-ID/chapter8-unit-109.tex:224; tikzpicture mandiri"
"chapter8-unit-109-d008","chapter8-unit-109.tex",8,"Diagram kategori: \Hom_{\cate{Top}}(|X|, E) ⇒ \Hom_{\cate{sSet}}(X, \mathrm{Sing}(E)) (1:1); \varphi → {\left[ X_n \xrightarrow{x \mapsto \varphi \circ i_{n, x}} \Hom_{\cate{…; \psi = {\left[ \psi_n: X_n \to \Hom_{\cate{Top}}(|\Delta^n|, E) \right]… → \displaystyle\varinjlim_{(n, x)} \left( |\Delta…","id-ID/chapter8-unit-109.tex:281; tikzcd mandiri"
"chapter8-unit-109-d009","chapter8-unit-109.tex",9,"Diagram kategori: \cate{sSet} → \cate{CGHaus} (|\cdot|); \cate{CGHaus} → \cate{Top} . (\text{funktor inklusi); \cate{CGHaus} → \cate{sSet} (\mathrm{Sing); \cate{Top} . → \cate{CGHaus} (k).","id-ID/chapter8-unit-109.tex:322; tikzcd mandiri"
"chapter8-unit-109-d010","chapter8-unit-109.tex",10,"Diagram komutatif: X \times \Delta^0 → X \times \Delta^1 (\identity_X \times \mathrm{d}^0); X \times \Delta^0 → X (\sim); X → Y (f); X \times \Delta^1 → Y (H); X \times \Delta^0 → X \times \Delta^1 (\identity_X \times \mathrm{d}^1); X → Y (g).","id-ID/chapter8-unit-109.tex:376; tikzcd mandiri"
"chapter8-unit-109-d011","chapter8-unit-109.tex",11,"Diagram TikZ dengan label atau simpul i=0, (p, q), $i=0$; 2 untai, sisi, atau panah digambar menurut komposisi. Konteks: $i=0,\ldots,n$. Jika $n=p+q$, keadaan ini dapat digambarkan sebagai berikut:","id-ID/chapter8-unit-109.tex:427; tikzpicture mandiri"
"chapter8-unit-109-d012","chapter8-unit-109.tex",12,"Diagram TikZ dengan label atau simpul (A) + (0, -3), (B) + (0, -3), (C) + (0, -3), (A) + (-5, -0.3), (B) + (-5, -0.3), (Q) + (-5, -0.3), (R) + (-5, -0.3), (P) + (-5, -0.3), (C) + (-5, -0.3), (B)!0.5!(Q) + (-4.5, -0.5), serta 9 label lain; 12 untai, sisi, atau panah digambar menurut komposisi. Konte…","id-ID/chapter8-unit-109.tex:484; tikzpicture mandiri"
"chapter8-unit-110-d001","chapter8-unit-110.tex",1,"Diagram kategori: \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{s}\mathcal{A} (\Gamma); \cate{s}\mathcal{A} → \cate{Ch}_{\geq 0}(\mathcal{A}) (\mathrm{N}); \cate{s}\mathcal{A} → \cate{Ch}_{\geq 0}(\mathcal{A}) (\mathrm{C}).","id-ID/chapter8-unit-110.tex:34; tikzcd mandiri"
"chapter8-unit-110-d002","chapter8-unit-110.tex",2,"Diagram kategori: {[n]} ↠ {[k]} (t); {[m]} → {[n]} (f); {[m]} ↠ {[l]} (u); {[l]} ↪ {[k]} (v).","id-ID/chapter8-unit-110.tex:142; tikzcd mandiri; label=eqn:Dold-Kan-epi-mono"
"chapter8-unit-110-d003","chapter8-unit-110.tex",3,"Diagram komutatif: {[n]} ↠ {[k]} (t); {[n-1]} → {[n]} (\mathrm{d}^i); {[n-1]} ↠ {[k]} (t\mathrm{d}^i); {[k]} → {[k]} (\identity).","id-ID/chapter8-unit-110.tex:222; tikzcd mandiri"
"chapter8-unit-110-d004","chapter8-unit-110.tex",4,"Diagram kategori: \Gamma: \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{s}\mathcal{A} : \mathrm{N} .; \cate{s}\mathcal{A} : \mathrm{N} . → \Gamma: \cate{Ch}_{\geq 0}(\mathcal{A}).","id-ID/chapter8-unit-110.tex:240; tikzcd mandiri"
"chapter8-unit-110-d005","chapter8-unit-110.tex",5,"Diagram kategori: A_k → (\mathrm{N}X)_k (\phi_k); A_k → A_l (\Phi_{u, t}); (\mathrm{N}X)_k ↪ X_k; (\mathrm{N}X)_k → (\mathrm{N}X)_l (v^*|_{(\mathrm{N}X)_k}); X_k → X_n (t^*); X_k → X_l (v^*); X_n → X_m. (f^*); A_l → (\mathrm{N}X)_l (\phi_l); serta 2 panah lain.","id-ID/chapter8-unit-110.tex:275; tikzcd mandiri"
"chapter8-unit-111-d001","chapter8-unit-111.tex",1,"Diagram kategori: \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{Ch}_{\geq 0}(\tilde{\mathcal{A}}^\wedge) (\tilde{h}_{\mathcal{A}}); \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{s}\mathcal{A} (\Gamma); \cate{s}\mathcal{A} → \cate{s}\tilde{\mathcal{A}}^\wedge. (\tilde{h}_{\mathcal{A}}); \cate{Ch}_{\geq 0}(\tild…","id-ID/chapter8-unit-111.tex:54; tikzcd mandiri"
"chapter8-unit-111-d002","chapter8-unit-111.tex",2,"Diagram komutatif: \bigoplus_{0 \leq i < n} X_{n-1} → X_n (\Psi_n); X_j ↪ \bigoplus_{0 \leq i < n} X_{n-1} (\text{suku langsung); X_j → X_n (s_j).","id-ID/chapter8-unit-111.tex:117; tikzcd mandiri"
"chapter8-unit-111-d003","chapter8-unit-111.tex",3,"Diagram komutatif: (\Gamma A)_n → (\Gamma A)_{n-1} (\sum_i (-1)^i d^{\Gamma A}_i); (\Gamma A)_n → A_n (\text{proyeksi); (\Gamma A)_{n-1} → A_{n-1} (\text{proyeksi); A_n → A_{n-1} (\partial^A_n); A_n → (\mathrm{N}\Gamma A)_n (\eta); A_{n-1} → (\mathrm{N}\Gamma A)_{n-1}. (\eta); (\mathrm{N}\Gamma A)_…","id-ID/chapter8-unit-111.tex:170; tikzcd mandiri"
"chapter8-unit-113-d001","chapter8-unit-113.tex",1,"Diagram kategori: F : \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F : \mathcal{C}.","id-ID/chapter8-unit-113.tex:73; tikzcd mandiri"
"chapter8-unit-113-d002","chapter8-unit-113.tex",2,"Diagram kategori: B \dotimes{A} (\cdot): A\dcate{Mod} → B\dcate{Mod}: \text{lupa}; B\dcate{Mod}: \text{lupa} → B \dotimes{A} (\cdot): A\dcate{Mod}.","id-ID/chapter8-unit-113.tex:147; tikzcd mandiri"
"chapter8-unit-113-d003","chapter8-unit-113.tex",3,"Diagram kategori: \mathrm{Free}^T : \mathcal{C} → \mathcal{C}^T: U^T (\text{bebas); \mathcal{C}^T: U^T → \mathrm{Free}^T : \mathcal{C} (\text{lupa).","id-ID/chapter8-unit-113.tex:162; tikzcd mandiri"
"chapter8-unit-113-d004","chapter8-unit-113.tex",4,"Diagram kategori: \cdots → T^3 M (\mu_{T^2 M}); \cdots → T^3 M; \cdots → T^3 M (T^3 a); T^3 M → T^2 M (\mu_{TM); T^3 M → T^2 M (T\mu_M); T^3 M → T^2 M (T^2 a); T^2 M → TM (\mu_M); T^2 M → TM (Ta); serta 1 panah lain.","id-ID/chapter8-unit-113.tex:211; tikzcd mandiri"
"chapter8-unit-114-d001","chapter8-unit-114.tex",1,"Diagram kategori: F : \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F : \mathcal{C}.","id-ID/chapter8-unit-114.tex:51; tikzcd mandiri"
"chapter8-unit-114-d002","chapter8-unit-114.tex",2,"Diagram kategori: T^{n+1} G → T^{n+2}G (k_n = \eta T^{n+1}G); T^{n+1} G → T^n G (d_{i-1} = \varphi); T^{n+2}G → T^{n+1} G (d_i = T\varphi); T^n G → T^{n+1} G (k_{n-1} = \eta T^n G).","id-ID/chapter8-unit-114.tex:86; tikzcd mandiri"
"chapter8-unit-114-d003","chapter8-unit-114.tex",3,"Diagram kategori: F : \mathcal{A} → \mathcal{B}: G; \mathcal{B}: G → F : \mathcal{A}.","id-ID/chapter8-unit-114.tex:120; tikzcd mandiri"
"chapter8-unit-114-d004","chapter8-unit-114.tex",4,"Diagram kategori: R \otimes (\cdot): \Bbbk\dcate{Mod} → R\dcate{Mod}: \text{lupa}; R\dcate{Mod}: \text{lupa} → R \otimes (\cdot): \Bbbk\dcate{Mod}.","id-ID/chapter8-unit-114.tex:196; tikzcd mandiri"
"chapter8-unit-115-d001","chapter8-unit-115.tex",1,"Diagram kategori: (\tot X)_n → (\tot X)_{n-1} (\partial_n); X_{p,q} ↪ (\tot X)_n; X_{p,q} → X_{p-1, q} \oplus X_{p, q-1} . ((\phori_{p, q}, \; (-1)^p \pvert_{p, q})); X_{p-1, q} \oplus X_{p, q-1} . ↪ (\tot X)_{n-1}.","id-ID/chapter8-unit-115.tex:177; tikzcd mandiri"
"chapter8-unit-116-d001","chapter8-unit-116.tex",1,"Diagram komutatif: \mathrm{C}A \otimes \mathrm{C}B → \mathrm{C}(A \otimes B) (\overline{\mathrm{EZ}}); \mathrm{C}A \otimes \mathrm{C}B ↠ \mathrm{N}A \otimes \mathrm{N}B; \mathrm{C}(A \otimes B) → \mathrm{C}A \otimes \mathrm{C}B (\overline{\mathrm{AW}}); \mathrm{C}(A \otimes B) ↠ \mathrm{N}(A \otime…","id-ID/chapter8-unit-116.tex:89; tikzcd mandiri"
"chapter8-unit-116-d002","chapter8-unit-116.tex",2,"Diagram kategori: 0 → \tot\left( \mathrm{C}^2(\Gamma A') \right); \tot\left( \mathrm{C}^2(\Gamma A') \right) → \mathrm{C}(d\Gamma A') (\overline{\mathrm{EZ}); \tot\left( \mathrm{C}^2(\Gamma A') \right) → \tot\left( \mathrm{C}^2(\Gamma A) \right); \tot\left( \mathrm{C}^2(\Gamma A) \right) → \mathrm{…","id-ID/chapter8-unit-116.tex:181; tikzcd mandiri"
"chapter8-unit-116-d003","chapter8-unit-116.tex",3,"Diagram kategori: \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z\Delta^q) → \mathrm{N}(\Z(\Delta^p \times \Delta^q)) (\mathrm{EZ); \mathrm{N}(\Z(\Delta^p \times \Delta^q)) → \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z\Delta^q) (\mathrm{AW).","id-ID/chapter8-unit-116.tex:204; tikzcd mandiri"
"chapter8-unit-116-d004","chapter8-unit-116.tex",4,"Diagram komutatif: \Z \otimes \Z → \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z\Delta^q) (\mathrm{N}i \otimes \mathrm{N}i); \Z \otimes \Z → \Z (\sim); \Z → \mathrm{N}(\Z(\Delta^p \times \Delta^q)) (\mathrm{N}i); \Z → \Z \otimes \Z (\sim); \Z \otimes \Z → \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z…","id-ID/chapter8-unit-116.tex:215; tikzcd mandiri"
"chapter8-unit-116-d005","chapter8-unit-116.tex",5,"Diagram kategori: \mathrm{C}A \otimes \mathrm{C}B → \mathrm{C}(A \otimes B) (\overline{\mathrm{EZ}}); \mathrm{C}(A \otimes B) → \mathrm{C}A \otimes \mathrm{C}B (\overline{\mathrm{AW}}); \mathrm{N}A \otimes \mathrm{N}B → \mathrm{N}(A \otimes B) (\mathrm{EZ); \mathrm{N}(A \otimes B) → \mathrm{N}A \ot…","id-ID/chapter8-unit-116.tex:247; tikzcd mandiri"
